X,Y,Z,C
21.4000,58.9898,-0.9198,3.0000
21.4000,58.8120,-0.9057,3.0000
21.4000,58.6346,-0.8931,3.0000
21.4000,58.4576,-0.8820,3.0000
21.4000,58.2810,-0.8724,3.0000
21.4000,58.1046,-0.8644,3.0000
21.4000,57.9284,-0.8578,3.0000
21.4000,57.7524,-0.8527,3.0000
21.4000,57.5766,-0.8491,3.0000
21.4000,57.4008,-0.8469,3.0000
21.4000,57.2251,-0.8463,3.0000
21.4000,57.0494,-0.8471,3.0000
21.4000,56.8737,-0.8495,3.0000
21.4000,56.6978,-0.8533,3.0000
21.4000,56.5218,-0.8586,3.0000
21.4000,56.3456,-0.8654,3.0000
21.4000,56.1692,-0.8736,3.0000
21.4000,55.9925,-0.8834,3.0000
21.4000,55.8154,-0.8947,3.0000
21.2000,55.6149,-1.1358,3.0000
20.3409,55.3245,-2.1317,4.0000
20.3558,55.1347,-2.1317,4.0000
20.3722,54.9448,-2.1317,4.0000
20.3899,54.7550,-2.1317,4.0000
20.4091,54.5653,-2.1317,4.0000
20.4297,54.3756,-2.1317,4.0000
20.4517,54.1859,-2.1317,4.0000
20.4751,53.9962,-2.1317,4.0000
20.4999,53.8066,-2.1317,4.0000
20.5262,53.6171,-2.1317,4.0000
20.5539,53.4276,-2.1317,4.0000
20.5831,53.2382,-2.1317,4.0000
20.6136,53.0488,-2.1317,4.0000
20.6456,52.8595,-2.1317,4.0000
20.6790,52.6702,-2.1317,4.0000
20.7139,52.4811,-2.1317,4.0000
20.7502,52.2920,-2.1317,4.0000
20.7880,52.1029,-2.1317,4.0000
20.8272,51.9140,-2.1317,4.0000
20.8679,51.7251,-2.1317,4.0000
20.9100,51.5363,-2.1317,4.0000
20.9535,51.3476,-2.1317,4.0000
20.9986,51.1590,-2.1317,4.0000
21.0450,50.9705,-2.1317,4.0000
21.0930,50.7821,-2.1317,4.0000
22.4043,63.2149,-2.1317,4.0000
22.3588,63.0401,-2.1317,4.0000
22.3146,62.8652,-2.1317,4.0000
22.2718,62.6901,-2.1317,4.0000
22.2304,62.5150,-2.1317,4.0000
22.1903,62.3397,-2.1317,4.0000
22.1517,62.1643,-2.1317,4.0000
22.1144,61.9888,-2.1317,4.0000
