X,Y,Z,C
-80.4714,20.6102,-0.9500,4.0000
-80.7371,20.5944,-0.9500,4.0000
-80.9682,20.3137,-0.7625,4.0000
-81.2309,20.2949,-0.7625,4.0000
-81.4937,20.2746,-0.7625,4.0000
-81.7566,20.2526,-0.7625,4.0000
-82.0196,20.2290,-0.7625,4.0000
-82.2827,20.2038,-0.7625,4.0000
-82.5459,20.1770,-0.7625,13.0000
-82.8093,20.1486,-0.7625,13.0000
-83.0727,20.1185,-0.7625,13.0000
-83.3363,20.0869,-0.7625,13.0000
-83.6000,20.0536,-0.7625,13.0000
-83.8639,20.0186,-0.7625,13.0000
-84.1279,19.9820,-0.7625,13.0000
-84.3921,19.9438,-0.7625,13.0000
-84.6565,19.9039,-0.7625,13.0000
-84.9210,19.8623,-0.7625,13.0000
-85.1857,19.8191,-0.7625,13.0000
-85.4506,19.7742,-0.7625,13.0000
-85.7157,19.7276,-0.7625,13.0000
-85.9810,19.6793,-0.7625,13.0000
-86.2465,19.6293,-0.7625,13.0000
-86.6113,19.8325,-0.9500,4.0000
-86.8804,19.7785,-0.9500,4.0000
-87.1496,19.7227,-0.9500,4.0000
-68.8901,19.7312,-0.9500,4.0000
-69.1593,19.7867,-0.9500,4.0000
-69.4283,19.8405,-0.9500,4.0000
-69.6971,19.8925,-0.9500,4.0000
-69.9657,19.9428,-0.9500,4.0000
-70.2340,19.9914,-0.9500,4.0000
-70.5022,20.0382,-0.9500,4.0000
-70.7701,20.0834,-0.9500,4.0000
-71.0379,20.1269,-0.9500,4.0000
-71.3055,20.1687,-0.9500,4.0000
-71.5728,20.2088,-0.9500,4.0000
-71.8401,20.2472,-0.9500,4.0000
-72.1072,20.2840,-0.9500,4.0000
-72.3741,20.3191,-0.9500,4.0000
-72.6408,20.3525,-0.9500,4.0000
-72.9075,20.3843,-0.9500,4.0000
-73.1740,20.4145,-0.9500,4.0000
-73.4404,20.4430,-0.9500,4.0000
-73.7066,20.4699,-0.9500,4.0000
-73.9728,20.4951,-0.9500,4.0000
-74.2388,20.5187,-0.9500,4.0000
-74.5048,20.5407,-0.9500,4.0000
-74.7706,20.5611,-0.9500,4.0000
-72.1961,18.1110,-0.9500,4.0000
-72.4418,18.1476,-0.9500,4.0000
-72.6874,18.1826,-0.9500,4.0000
-72.9329,18.2160,-0.9500,4.0000
-73.1784,18.2478,-0.9500,4.0000
-73.4237,18.2779,-0.9500,4.0000
-73.6690,18.3065,-0.9500,4.0000
-73.9143,18.3335,-0.9500,4.0000
-74.1594,18.3589,-0.9500,4.0000
-74.4045,18.3827,-0.9500,4.0000
-74.6496,18.4049,-0.9500,4.0000
-74.8946,18.4256,-0.9500,4.0000
-75.1395,18.4446,-0.9500,4.0000
-75.3844,18.4621,-0.9500,4.0000
-75.6293,18.4781,-0.9500,4.0000
-75.8741,18.4924,-0.9500,4.0000
-76.1189,18.5052,-0.9500,4.0000
-76.3636,18.5164,-0.9500,4.0000
-76.6083,18.5261,-0.9500,4.0000
-76.8530,18.5342,-0.9500,4.0000
-77.0977,18.5407,-0.9500,4.0000
-77.3424,18.5457,-0.9500,4.0000
-77.5870,18.5491,-0.9500,4.0000
-77.8317,18.5509,-0.9500,4.0000
-78.0763,18.5512,-0.9500,4.0000
-78.3210,18.5500,-0.9500,4.0000
-78.5656,18.5471,-0.9500,4.0000
-78.8103,18.5427,-0.9500,4.0000
-79.0550,18.5368,-0.9500,4.0000
-79.2997,18.5293,-0.9500,4.0000
-79.5444,18.5202,-0.9500,4.0000
-79.7891,18.5096,-0.9500,4.0000
-80.0105,18.2579,-0.7625,13.0000
-80.2524,18.2443,-0.7625,13.0000
-80.4945,18.2292,-0.7625,13.0000
